"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"508","RT @Letsgetrunning: Will @Nike's #vaporfly shoe improve your performance? Listen to our podcast with #running scientist and #olympian @Shal…",FALSE,0,NA,2019-05-09 13:48:50,FALSE,NA,"1126484172443402241",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","russell_runner",1,TRUE,FALSE,NA,NA
"509","RT @novy_williams: -- 27% of shoes bought online are returned for size reason.
-- 60 percent of people are wearing the wrong size shoe
-- @…",FALSE,0,NA,2019-05-09 13:48:32,FALSE,NA,"1126484098770460672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Alamin__MS",23,TRUE,FALSE,NA,NA
"510","Awesome to catch up and get a practice round in with one of my best buds @austincookgolf Thankful for my team: Tony… https://t.co/GLdVqNsZhL",FALSE,5,NA,2019-05-09 13:47:19,TRUE,NA,"1126483789692186626",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zacksucherpga",0,FALSE,FALSE,NA,NA
"511","RT @bthau: At @Nike's new #NYC store, the #mobile device activates the store format w #services, said @scottlachut, president of research a…",FALSE,0,NA,2019-05-09 13:45:19,FALSE,NA,"1126483287415885824",NA,"<a href=""https://twitter.com"" rel=""nofollow"">Business Retail Aggregate</a>","RetailAggregate",1,TRUE,FALSE,NA,NA
"512","#mentalbreak in Full Effect 
#bk #stoops #bkstoop #nike #raised #nyc @nike raised #socks #coffee with #marshmallow… https://t.co/oE3zF9P4FN",FALSE,0,NA,2019-05-09 13:45:19,TRUE,NA,"1126483286212186114",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ToniBNYC",0,FALSE,FALSE,NA,NA
"513","At @Nike's new #NYC store, the #mobile device activates the store format w #services, said @scottlachut, president… https://t.co/XQFWwMJbWp",FALSE,0,NA,2019-05-09 13:45:06,TRUE,NA,"1126483233179340800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bthau",1,FALSE,FALSE,NA,NA
"514","RT @Natalie_Berg: Fascinating to see how @Nike is addressing the biggest customer friction point - sizing. 60% of us wear the wrong size sh…",FALSE,0,NA,2019-05-09 13:44:53,FALSE,NA,"1126483180356239361",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KPMktng",2,TRUE,FALSE,NA,NA
"515","@DoubleDeuce @Nike @USWNT I found on https://t.co/1GOz8QuoJv for pre-order, https://t.co/VlFSbzZLiO and… https://t.co/vXvJTQO4ln",FALSE,0,"tannerrobinson",2019-05-09 13:44:40,TRUE,"1126475391521177601","1126483124270059521","20751499","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tannerrobinson",0,FALSE,FALSE,NA,NA
"516","@novy_williams @business @Nike My bad, i thought it was already available, thanks for the heads up",FALSE,1,"novy_williams",2019-05-09 13:44:32,FALSE,"1126482893600112641","1126483089411190785","240700994","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","drjosemau74",0,FALSE,FALSE,NA,NA
"517","RT @novy_williams: -- 27% of shoes bought online are returned for size reason.
-- 60 percent of people are wearing the wrong size shoe
-- @…",FALSE,0,NA,2019-05-09 13:44:22,FALSE,NA,"1126483050701959168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jackmorris14",23,TRUE,FALSE,NA,NA
"518","@drjosemau74 @business @Nike I’m sure it will be at some point. Roll out starts in U.S., then Europe",FALSE,0,"drjosemau74",2019-05-09 13:43:45,FALSE,"1126481219179503617","1126482893600112641","56807336","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","novy_williams",0,FALSE,FALSE,NA,NA
"519","When Trav??? The world needs these!!!@footlocker @snkr_twitr @SOLELINKS @Nike @trvisXX https://t.co/saolPN9eir",FALSE,1,NA,2019-05-09 13:43:30,FALSE,NA,"1126482828542251009",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GrailMafia",0,FALSE,FALSE,NA,NA
"520","RT @Zoomph: <U+2714> @Nike Aims to Better Support Women’s Basketball with Apparel. #sportsbiz  https://t.co/yXRrBkmM4F via @mikelikessports https:…",FALSE,0,NA,2019-05-09 13:43:21,FALSE,NA,"1126482794136375296",NA,"<a href=""http://www.swagafied.com"" rel=""nofollow"">Swagafied</a>","swagafiedkicks",1,TRUE,FALSE,NA,NA
"521","@Nike please put the plans back in the Nike Training App! I’m not organized or committed enough on my own to use th… https://t.co/TjGuWccnyI",FALSE,0,"Nike",2019-05-09 13:42:45,TRUE,NA,"1126482641019076608","415859364","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_____WestIndian",0,FALSE,FALSE,NA,NA
"522","“Would it be easier for YOU”...
@Nike you’ve outdone yourself!!!
Love it<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>

#Nike - #JustDoIt : #CasterSemenya… https://t.co/TtHRCy2FOp",FALSE,0,NA,2019-05-09 13:42:03,TRUE,NA,"1126482465181315073",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wis_media",0,FALSE,FALSE,NA,NA
"523","RT @novy_williams: -- 27% of shoes bought online are returned for size reason.
-- 60 percent of people are wearing the wrong size shoe
-- @…",FALSE,0,NA,2019-05-09 13:40:56,FALSE,NA,"1126482185182154767",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jschil",23,TRUE,FALSE,NA,NA
"524","Happy birthday <U+0001F389><U+0001F38A><U+0001F388><U+0001F381> <U+2066>@morgansnyder<U+2069> <U+2066>@Nike<U+2069> https://t.co/Z8X9HWgTQ8",FALSE,0,NA,2019-05-09 13:40:06,FALSE,NA,"1126481973445140481",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eb3th",0,FALSE,FALSE,NA,NA
"525","@h1brd @Nike @tom_sachs WHAT ARE THOOOOOSE",FALSE,2,"h1brd",2019-05-09 13:39:35,FALSE,"1126397958025613312","1126481845611376641","14868914","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","reeloh_",0,FALSE,FALSE,NA,NA
"526","RT @DigiCapitalist: eCommerce AR: <U+2066>@Nike<U+2069> Fit uses computer vision/AR to help you “just do it” in the right shoe size  https://t.co/J8Fe03f…",FALSE,0,NA,2019-05-09 13:37:46,FALSE,NA,"1126481386607714307",NA,"<a href=""http://knowledgeofwine.com"" rel=""nofollow"">drobapi</a>","researchmrx",2,TRUE,FALSE,NA,NA
"527","@Nike's got an upcoming Augmented Reality feature for their mobile app that helps you figure out the right size sho… https://t.co/BcNFFbkUW9",FALSE,0,"Nike",2019-05-09 13:37:32,TRUE,NA,"1126481329468657664","415859364","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","geoffperlman",0,FALSE,FALSE,NA,NA
"528","@novy_williams @business @Nike Why does this app is not available for latin america, i buy as much as 1 -2 pairs of… https://t.co/Vjz8L8fhIi",FALSE,0,"novy_williams",2019-05-09 13:37:06,TRUE,"1126471843362365440","1126481219179503617","240700994","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","drjosemau74",0,FALSE,FALSE,NA,NA
"529","RT @djwhelan: Needed a dose of inspiration this week. And @dodigitalhealth @health2con always delivers. Two nights in a row in the hipster…",FALSE,0,NA,2019-05-09 13:36:54,FALSE,NA,"1126481167811796992",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","health2con",2,TRUE,FALSE,NA,NA
"530","@novy_williams @business @Nike If they had a consistent shoe size, we world not have this problem.",FALSE,0,"novy_williams",2019-05-09 13:36:30,FALSE,"1126471843362365440","1126481068431892482","240700994","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LouHou",0,FALSE,FALSE,NA,NA
"531","RT @novy_williams: @Nike As @Nike continues its push to get more people signed up to its membership/app, one executive told me that this Ni…",FALSE,0,NA,2019-05-09 13:35:55,FALSE,NA,"1126480923489390593",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mitodona",1,TRUE,FALSE,NA,NA
"532","RT @novy_williams: -- 27% of shoes bought online are returned for size reason.
-- 60 percent of people are wearing the wrong size shoe
-- @…",FALSE,0,NA,2019-05-09 13:35:45,FALSE,NA,"1126480879147266051",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mitodona",23,TRUE,FALSE,NA,NA
"533","RT @hypebae: .@nike launches the Air Max 95 with a ""Psychic Pink"" detail. https://t.co/GYcCuwjqso",FALSE,0,NA,2019-05-09 13:34:58,FALSE,NA,"1126480682400792577",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","luvalways_cb",5,TRUE,FALSE,NA,NA
"534",".@Nike has a solution to the fact that, as it says, 60% of consumers are wearing the wrong size shoes. Really neat… https://t.co/wO8UCZp8Bk",FALSE,0,NA,2019-05-09 13:34:20,TRUE,NA,"1126480522744606720",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kirstygoodlett",0,FALSE,FALSE,NA,NA
"535","RT @sneakersnstuff: Unpicked pairs of the @Nike Air Max 97 On Air 'London Summer of Love' are now available online @sneakersnstuff <U+0001F440> --- ht…",FALSE,0,NA,2019-05-09 13:34:13,FALSE,NA,"1126480493619359744",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Future_King1",13,TRUE,FALSE,NA,NA
"536","RT @peoniesxxplaces: On my lunch break already thinking of happy hour <U+2728><U+0001F643> 

Handbag @griphandbags [gifted]
Top quizclothing [gifted]
Skort @…",FALSE,0,NA,2019-05-09 13:33:52,FALSE,NA,"1126480406671446016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","griphandbags",1,TRUE,FALSE,NA,NA
"537","Finally I can land on the Mars. Thanks @Nike 

<U+2764> @German_Connec <U+2764> https://t.co/s8YecxJQlE",FALSE,1,NA,2019-05-09 13:33:30,FALSE,NA,"1126480314983952384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnnaMatzkowiak",0,FALSE,FALSE,NA,NA
"538","@NPCI_BHIM @woohoogifting @Nike @myntra @shoppersstop @bigbasket_com @LakmeSalon @LEVIS @crossword_book @PrestigeSocial Bhim app is nice",FALSE,0,"NPCI_BHIM",2019-05-09 13:32:28,FALSE,"1124283100358250498","1126480054572048384","814822978810580992","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","harshinihash",0,FALSE,FALSE,NA,NA
"539","RT @CFKSherry: @DatNigNotorious @Converse @ItGetsBetter @OUTMetroWest @FenwayHealth Let’s not forget that Converse is a @Nike company... th…",FALSE,0,NA,2019-05-09 13:32:24,FALSE,NA,"1126480038675734530",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DougBoykin1",2,TRUE,FALSE,NA,NA
"540","Everyone that knows me, knows I am a #sneakerhead and #shoeaddict. Most of the time, if you see me out, I’ll be… https://t.co/MD8T9atu3C",FALSE,0,NA,2019-05-09 13:32:05,TRUE,NA,"1126479959231488002",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","TimothyKoontz",0,FALSE,FALSE,"-75.145","39.963056"
"541","SUMMER STAPLE! <U+0001F525> 

The @Nike Air Force 1 is a must have in your sneaker rotation this summer. Check them out below!… https://t.co/aWxiaEqhk3",FALSE,0,NA,2019-05-09 13:32:02,TRUE,NA,"1126479943347601411",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","natterjacksshop",0,FALSE,FALSE,NA,NA
"542","RT @kristsingootd: 080519 @kristtps Wearing :

@swarovski Govern Cross Pendant In Black Stainless Steel (US$149)
@LouisVuitton Monogram Cha…",FALSE,0,NA,2019-05-09 13:31:53,FALSE,NA,"1126479906513215494",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pan_ptt",103,TRUE,FALSE,NA,NA
"543","<U+2714> @Nike Aims to Better Support Women’s Basketball with Apparel. #sportsbiz  https://t.co/yXRrBkmM4F via… https://t.co/PJnkoDhu6l",FALSE,0,NA,2019-05-09 13:31:02,TRUE,NA,"1126479692457025536",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","Zoomph",1,FALSE,FALSE,NA,NA
"544","With @Nike pushing hard into #AugmentedReality for its shoe fit process, it's a good time to explore whether #AR is… https://t.co/u2QoRVr7Lc",FALSE,0,NA,2019-05-09 13:30:56,TRUE,NA,"1126479666120933377",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CenterDigital",0,FALSE,FALSE,NA,NA
"545","RT @darrenrovell: To coincide with the launch of the new @ussoccer women’s jerseys, @Nike has has a @Snapchat lens that allows fans to virt…",FALSE,0,NA,2019-05-09 13:30:49,FALSE,NA,"1126479640720302080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Skolatac",15,TRUE,FALSE,NA,NA
"546","@N_Azarou @Nike Soon! https://t.co/bbUlQl5wv7",FALSE,1,"N_Azarou",2019-05-09 13:29:45,FALSE,"1126378895320731648","1126479369915043840","184662648","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WordOfKo",0,FALSE,FALSE,NA,NA
"547","@MomandDadAJG @Nike I'll say what I said all last year for #nikerunning 
Get you wallets ready! https://t.co/PE2uk5sB8a",FALSE,0,"MomandDadAJG",2019-05-09 13:29:13,FALSE,"1126312275210489856","1126479234078334976","24756388","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WordOfKo",0,FALSE,FALSE,NA,NA
"548","@DFSpai @Nike @DukeMBB @trailblazers @WNBA @seattlestorm She has a badass crossover in-game... Quick as heck!

Hope all is GREAT bro! <U+0001F44A>",FALSE,2,"DFSpai",2019-05-09 13:29:04,FALSE,"1126477721910042624","1126479200192348160","930606013471801350","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VerbalPhenom",0,FALSE,FALSE,NA,NA
"549","@LorenzoParker @BR_NBA @theScore @NBA @nikebasketball @celtics @Photoshop @Lakers @Nike @overtime @latimessports… https://t.co/Xh1r3QFYj0",FALSE,1,"LorenzoParker",2019-05-09 13:28:30,TRUE,"1126344870564593664","1126479053752492032","27991083","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rycks25",0,FALSE,FALSE,NA,NA
"550","eCommerce AR: <U+2066>@Nike<U+2069> Fit uses computer vision/AR to help you “just do it” in the right shoe size… https://t.co/u7iFeRjKIo",FALSE,3,NA,2019-05-09 13:27:51,TRUE,NA,"1126478894079414272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DigiCapitalist",2,FALSE,FALSE,NA,NA
"551","Today @Nike announced the upcoming launch of Nike Fit:  https://t.co/aPvZQsSaNQ",FALSE,1,NA,2019-05-09 13:26:53,FALSE,NA,"1126478650436739072",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","FootwearNews",0,FALSE,FALSE,NA,NA
"552","Sorry bout the bad quality, but they call me SrootGolf <U+26F3><U+FE0F><U+0001F3CC><U+0001F3FB><U+200D><U+2642><U+FE0F><U+0001F64F><U+0001F3FC><U+0001F919><U+0001F3FC> @RickShielsPGA @PeterFinchGolf #roadtothetour… https://t.co/dqTQp4vnuX",FALSE,5,NA,2019-05-09 13:25:54,TRUE,NA,"1126478399306858502",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SeabassTrapper",0,FALSE,FALSE,NA,NA
"553","@GlasserDavid @Nike Unfortunately, no",FALSE,0,"GlasserDavid",2019-05-09 13:24:51,FALSE,"1126297272659185666","1126478138723246082","2331874506","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WordOfKo",0,FALSE,FALSE,NA,NA
"554","RT @bcooper_tech: “60% of people are wearing the wrong shoe size...” @Nike committed to solving the issue of FIT. Not fit in the cardiovasc…",FALSE,0,NA,2019-05-09 13:24:27,FALSE,NA,"1126478036587687937",NA,"<a href=""http://mvilla.it/fenix"" rel=""nofollow"">Fenix 2</a>","mariowitte",3,TRUE,FALSE,NA,NA
"555","RT @JoshuaKissi: Latest :  @TONL x @nike have partnered to tell the stories of women of color in sports. It was amazing to witness how driv…",FALSE,0,NA,2019-05-09 13:23:58,FALSE,NA,"1126477914114076672",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BeautifulWomanh",119,TRUE,FALSE,NA,NA
"556","@Sneakerologue @Nike @equipedefrance @CaminoTV lourdax",FALSE,0,"Sneakerologue",2019-05-09 13:23:57,FALSE,"1126475443669012486","1126477909416456193","785953458683727873","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Zowkut",0,FALSE,FALSE,NA,NA
"557","RT @novy_williams: -- 27% of shoes bought online are returned for size reason.
-- 60 percent of people are wearing the wrong size shoe
-- @…",FALSE,0,NA,2019-05-09 13:23:18,FALSE,NA,"1126477748963356672",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kntau",23,TRUE,FALSE,NA,NA
"558","@VerbalPhenom @Nike @DukeMBB @trailblazers @WNBA @seattlestorm handles!",FALSE,1,"VerbalPhenom",2019-05-09 13:23:12,FALSE,"1126477184489611265","1126477721910042624","2225870448","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DFSpai",0,FALSE,FALSE,NA,NA
"559","Dear @Nike @nikebasketball please run back the #Flyknit #AF1s in every color imaginable.  thanks.",FALSE,1,NA,2019-05-09 13:22:54,FALSE,NA,"1126477647058538496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BigTiggerShow",1,FALSE,FALSE,NA,NA
"560","RT @Cutthroatsnake1: What’s are my goals by the end of the year?
1. Get twitch affiliate under @ReacTGamingGG
2. Become a beast at competit…",FALSE,0,NA,2019-05-09 13:22:01,FALSE,NA,"1126477424747790336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Litesmokegethi1",4,TRUE,FALSE,NA,NA
"561","#RT @business: RT @novy_williams: -- 27% of shoes bought online are returned for size reason.
-- 60 percent of peop… https://t.co/PZfMCDTmlF",FALSE,0,NA,2019-05-09 13:21:44,TRUE,NA,"1126477351129423872",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","theforexguyKE",0,FALSE,FALSE,NA,NA
"562","…
Nike ACG “React Terra Gobe”
NEW ITEMS Release.
·
@nike
@Tony6070
·
#nike
#acg
#reactterragobe
#beams
#kt_camera https://t.co/losfRHhG1T",FALSE,0,NA,2019-05-09 13:21:18,FALSE,NA,"1126477243826475009",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Tony6070",0,FALSE,FALSE,NA,NA
"563","My 10 year-old niece was invited to Coach K’s court at the Portland @Nike campus a couple weeks ago.

@DukeMBB… https://t.co/YeoHIcYkP8",FALSE,3,NA,2019-05-09 13:21:04,TRUE,NA,"1126477184489611265",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VerbalPhenom",0,FALSE,FALSE,NA,NA
"564","RT @WNBAKicks: Super dope! New York Liberty’s @KayNurse11 stars in the latest @nike Mother’s Day ‘Moms Run The World’ campaign<U+0001F525><U+0001F525> #WNBAKicks…",FALSE,0,NA,2019-05-09 13:20:39,FALSE,NA,"1126477080340963328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jazzhenderson7",12,TRUE,FALSE,NA,NA
"565","RT @novy_williams: -- 27% of shoes bought online are returned for size reason.
-- 60 percent of people are wearing the wrong size shoe
-- @…",FALSE,0,NA,2019-05-09 13:18:57,FALSE,NA,"1126476651011936256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","markjburns88",23,TRUE,FALSE,NA,NA
"566","PR4PR depends on partners and sponsors like @costco, @Nike, @chabadpuertorico, @libertypuertorico, @MMM insurance,… https://t.co/5yyd4k1BX1",FALSE,0,NA,2019-05-09 13:18:52,TRUE,NA,"1126476629734305793",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","pr4prkids",0,FALSE,FALSE,NA,NA
"567","RT @novy_williams: -- 27% of shoes bought online are returned for size reason.
-- 60 percent of people are wearing the wrong size shoe
-- @…",FALSE,0,NA,2019-05-09 13:18:09,FALSE,NA,"1126476448938827776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IvarsLipskis",23,TRUE,FALSE,NA,NA
"568","RT @Nike: Never stop chasing your crazy dream. #justdoit 

@TigerWoods https://t.co/q9OV6oGLDN",FALSE,0,NA,2019-05-09 13:18:00,FALSE,NA,"1126476412066631681",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ItsGoodrich",108783,TRUE,FALSE,NA,NA
"569","Cool quotes don’t get anything done @Nike https://t.co/xqzc4H62ud",FALSE,0,NA,2019-05-09 13:17:56,FALSE,NA,"1126476395595554816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","josemaruizm",0,FALSE,FALSE,NA,NA
"570","As a Nike athlete, @Nike supports  you to get kids active in your community! As an added bonus, each hour you spend… https://t.co/xIoAmZAAq2",FALSE,1,NA,2019-05-09 13:17:00,TRUE,NA,"1126476160966250496",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","atac_boston",0,FALSE,FALSE,NA,NA
"571","RT @WNBAKicks: Super dope! New York Liberty’s @KayNurse11 stars in the latest @nike Mother’s Day ‘Moms Run The World’ campaign<U+0001F525><U+0001F525> #WNBAKicks…",FALSE,0,NA,2019-05-09 13:16:12,FALSE,NA,"1126475960214335496",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MarcGitar1",12,TRUE,FALSE,NA,NA
"572","Starting on the right foot: @Nike thinks you're probably wearing the wrong size shoe. Here's what it's doing to fix… https://t.co/1096zwylac",FALSE,1,NA,2019-05-09 13:15:16,TRUE,NA,"1126475725547167744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JeffRetail",0,FALSE,FALSE,NA,NA
"573","Happy Thursday, ya'll!

DID YOU KNOW...
That physically active kids have been shown to score up to 40% higher on ac… https://t.co/gQtgtHgvxO",FALSE,1,NA,2019-05-09 13:15:00,TRUE,NA,"1126475657897304068",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","atac_boston",0,FALSE,FALSE,NA,NA
"574","RT @novy_williams: -- 27% of shoes bought online are returned for size reason.
-- 60 percent of people are wearing the wrong size shoe
-- @…",FALSE,0,NA,2019-05-09 13:14:12,FALSE,NA,"1126475457421922304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","v_vivekkk",23,TRUE,FALSE,NA,NA
"575","@DoubleDeuce @Nike @USWNT Seem*",FALSE,0,"tannerrobinson",2019-05-09 13:13:56,FALSE,"1126474496557355008","1126475391521177601","20751499","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tannerrobinson",0,FALSE,FALSE,NA,NA
"576","@DougGhim @PGATOUR @attbyronnelson @Nike @Titleist @TVTIChicago @GSEworldwide Fairways and greens all 4 days Doug!",FALSE,0,"DougGhim",2019-05-09 13:13:28,FALSE,"1126466526608089089","1126475271161491456","93453225","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BWR2000",0,FALSE,FALSE,NA,NA
"577","RT @TDT_Sports: Maryville High School signs contract to make @Nike exclusive outfitter for all sports teams:
@homeoftherebels 

https://t.c…",FALSE,0,NA,2019-05-09 13:13:27,FALSE,NA,"1126475266614792192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TDT_Sports",6,TRUE,FALSE,NA,NA
"578","RT @gan_harvey: I’ve been all about my bucks #MKE #milwaukee #money #bossmoves #dedication #dedicated #citymoves #bucks @Bucks #FridayFeeli…",FALSE,0,NA,2019-05-09 13:13:06,FALSE,NA,"1126475179817938945",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jLebeau8686",1,TRUE,FALSE,NA,NA
"579","@darrenrovell @Nike will it give me a complete breakdown on size options for various models or is it one-by-one?",FALSE,0,"darrenrovell",2019-05-09 13:12:35,FALSE,"1126472123612946432","1126475050553626625","24277551","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrstphr_",0,FALSE,FALSE,NA,NA
"580","RT @WNBAKicks: Super dope! New York Liberty’s @KayNurse11 stars in the latest @nike Mother’s Day ‘Moms Run The World’ campaign<U+0001F525><U+0001F525> #WNBAKicks…",FALSE,0,NA,2019-05-09 13:12:17,FALSE,NA,"1126474974397652992",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CimoroniCompany",12,TRUE,FALSE,NA,NA
"581","RT @DapoKING: I’m not a photographer BUT when I snap, I snap ART <U+0001F60D>.. 
Kindly retweet this one till @Nike sees it <U+0001F64F><U+0001F3FE><U+0001F60D><U+0001F60D> https://t.co/GSAzjtVw…",FALSE,0,NA,2019-05-09 13:11:52,FALSE,NA,"1126474870244675585",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","efremz_archie",280,TRUE,FALSE,NA,NA
"582","RT @novy_williams: -- 27% of shoes bought online are returned for size reason.
-- 60 percent of people are wearing the wrong size shoe
-- @…",FALSE,0,NA,2019-05-09 13:11:28,FALSE,NA,"1126474769698832386",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Marshel43849409",23,TRUE,FALSE,NA,NA
"583","@DoubleDeuce @Nike @USWNT Those placeholder sites seems to have disappeared for me - can you still access?",FALSE,0,"DoubleDeuce",2019-05-09 13:10:23,FALSE,"1126473982587408385","1126474496557355008","14253733","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tannerrobinson",0,FALSE,FALSE,NA,NA
"584","1st mile...my mind said go home
but my feet were in control @Nike @bennettrun @NTCprogress https://t.co/hxYBXJxp4L",FALSE,2,NA,2019-05-09 13:09:24,FALSE,NA,"1126474248355291138",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kinleygene",0,FALSE,FALSE,NA,NA
"585","@KR_1973 @danza109 @Laurence_ADFInt @BBCSport @Nike Ok champ keep telling yourself that",FALSE,0,"KR_1973",2019-05-09 13:08:43,FALSE,"1126473647013556224","1126474078913589253","965151770543468544","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aideye",0,FALSE,FALSE,NA,NA
